Provincia,Localidad,Hospital / Unidad Docente,Especialidad,Plazas Ofertadas,Latitud,Longitud
ASTURIAS,OVIEDO,UDM SALUD MENTAL PRINCIPADO DE ASTURIAS (H. UNIVERSITARIO CENTRAL ASTURIAS). PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,4,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA III- AVILÉS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA IV-OVIEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA V-GIJÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA VII-MIERES. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA VIII-LANGREO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA II-CANGAS DEL NARCEA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA I-JARRIO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM AFYC DE ASTURIAS ÁREA SANITARIA VI ORIENTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM SALUD LABORAL DE ASTURIAS. ÁREA OVIEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UD ENFOBG SERV. SALUD DEL P. DE ASTURIAS. H. UNIVERSITARIO CENTRAL DE ASTURIAS. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM PEDIATRÍA DEL H. UNIVERSITARIO CENTRAL DE ASTURIAS. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,3,43.3533452,-5.8795096
ASTURIAS,OVIEDO,UDM GERIATRÍA DEL H. MONTE NARANCO DE OVIEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,43.3533452,-5.8795096
ISLAS BALEARES/ILLES BALEARS,EIVISSA,UDM AFYC DE EIVISSA Y FORMENTERA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,38.9743901,1.4197463
ISLAS BALEARES/ILLES BALEARS,EIVISSA,UDM OBSTETRICIA Y GINECOLOGÍA ILLES BALEARS. H. CAN MISSES. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,38.9743901,1.4197463
ISLAS BALEARES/ILLES BALEARS,EIVISSA,UDM PEDIATRÍA DE LES ILLES BALEARS. H. CAN MISSES. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,38.9743901,1.4197463
ISLAS BALEARES/ILLES BALEARS,INCA,UDM SALUD MENTAL DE LES ILLES BALEARS (H. DE INCA). PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,39.7211448,2.9111493
ISLAS BALEARES/ILLES BALEARS,INCA,UDM OBSTETRICIA Y GINECOLOGÍA ILLES BALEARS. H. COMARCAL DE INCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,39.7211448,2.9111493
ISLAS BALEARES/ILLES BALEARS,MAHÓN,UDM AFYC DE MENORCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.8894922,4.2662071
ISLAS BALEARES/ILLES BALEARS,MAHÓN,UDM OBSTETRICIA Y GINECOLOGÍA ILLES BALEARS. H. MATEU ORFILA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,39.8894922,4.2662071
ISLAS BALEARES/ILLES BALEARS,MANACOR,UDM SALUD MENTAL DE LES ILLES BALEARS (H. DE MANACOR). PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,39.5696458,3.2106461
ISLAS BALEARES/ILLES BALEARS,MANACOR,UDM OBSTETRICIA Y GINECOLOGÍA ILLES BALEARS. H. DE MANACOR. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,39.5696458,3.2106461
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM SALUD MENTAL DE LES ILLES BALEARS (H.UNIVERSITARIO SON ESPASES). PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM SALUD MENTAL DE LES ILLES BALEARS (H. UNIVERSITARIO SON LLÀTZER). PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM AFYC DE MALLORCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,24,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM SALUD LABORAL ILLES BALEARS. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,5,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,C.D. UDM SALUD LABORAL DE QUIRÓN PREVENCIÓN DE LAS ISLAS BALEARES. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM OBSTETRICIA Y GINECOLOGÍA ILLES BALEARS. H.UNIVERSITARIO SON ESPASES. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM OBSTETRICIA Y GINECOLOGÍA ILLES BALEARS. H.UNIVERSITARIO SON LLÀTZER. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM PEDIATRÍA DE LES ILLES BALEARS.H.UNIVERSITARIO SON ESPASES. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM PEDIATRÍA DE LES ILLES BALEARS. H. UNIVERSITARIO SON LLÀTZER. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,39.5695818,2.6500745
ISLAS BALEARES/ILLES BALEARS,PALMA DE MALLORCA,UDM GERIATRÍA H. SANT JOAN DE DÉU DE PALMA DE MALLORCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,39.5695818,2.6500745
LAS PALMAS,ARRECIFE,UDM OBS-GINECOLOGÍA DEL C.H.U. INSULAR MAT-INFANTIL DE G. CANARIA. H. DR. JOSÉ MOLINA OROSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,28.9639681,-13.5499014
LAS PALMAS,ARRECIFE,UDM AFYC DE LA GERENCIA DE SERVICIOS SANITARIOS DEL ÁREA DE SALUD DE LANZAROTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,28.9639681,-13.5499014
LAS PALMAS,ARRECIFE,UDM GERIATRÍA H. INSULAR DE LANZAROTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,28.9639681,-13.5499014
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM DE SALUD MENTAL DE GRAN CANARIA. C.H. UNIVERSITARIO INSULAR MATERNO-INFANTIL. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,7,28.1344745,-15.4350894
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO INSULAR DE GRAN CANARIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,10,28.1344745,-15.4350894
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM OBS-GINECOLOGÍA DEL C.H.U. INSULAR MAT-INFANTIL DE G. CANARIA. H. GENERAL DE FUERTEVENTURA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,28.1344745,-15.4350894
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM AFYC DE GRAN CANARIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,10,28.1344745,-15.4350894
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM SALUD LABORAL DEL SERVICIO CANARIO DE SALUD (ÁREA G. CANARIA). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,28.1344745,-15.4350894
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM SALUD LABORAL DEL SERVICIO CANARIO DE SALUD (ÁREA 2 G.CANARIA). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,28.1344745,-15.4350894
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM PEDIATRÍA COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR- MATERNO INFANTIL. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,6,28.1344745,-15.4350894
LAS PALMAS,PALMAS DE GRAN CANARIA,UDM PEDIATRIA DEL HOSPITAL DOCTOR JOSÉ MOLINA OROSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,3,28.1344745,-15.4350894
LAS PALMAS,PUERTO DEL ROSARIO,UDM AFYC FUERTEVENTURA-LAS PALMAS. ZONA IV. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,28.4993424,-13.8599051
SANTA CRUZ DE TENERIFE,BREÑA ALTA,UDM AFYC LA PALMA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,28.6637814,-17.7867588
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,UDM AFYC DE TENERIFE ZONA II (LA LAGUNA). PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,28.4857715,-16.3159422
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,UDM SALUD MENTAL DE TENERIFE. H. UNIVERSITARIO DE CANARIAS. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,28.4857715,-16.3159422
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,UDM SALUD LABORAL QUIRÓN PREVENCIÓN TENERIFE. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,28.4857715,-16.3159422
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,UD ENFOBG DE TENERIFE. H.UNIVERSITARIO DE CANARIAS. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,28.4857715,-16.3159422
SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,UDM PEDIATRÍA DE LA DIRECCIÓN SERVICIO CANARIO DE SALUD. C.H. UNIVERSITARIO DE CANARIAS. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,28.4857715,-16.3159422
SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,UDM SALUD LABORAL DEL SERVICIO CANARIO DE SALUD. (ÁREA TENERIFE). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,28.467178,-16.2507843
SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,UDM SALUD LABORAL DEL SERVICIO CANARIO DE SALUD (ÁREA 2 TENERIFE). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,28.467178,-16.2507843
SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,UDM SALUD MENTAL TENERIFE. H. UNIVERSITARIO NTRA. SRA. DE LA CANDELARIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,28.467178,-16.2507843
SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,UDM AFYC TENERIFE ZONA I. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,28.467178,-16.2507843
SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,UD ENFOBG DE TENERIFE. H. UNIVERSITARIO NTRA. SRA. DE LA CANDELARIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,10,28.467178,-16.2507843
SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,UDM PEDIATRÍA DE LA D. DEL SERVICIO CANARIO DE SALUD. H. UNIVERSITARIO NTRA SRA DE LA CANDELARIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,5,28.467178,-16.2507843
CANTABRIA,LAREDO,UDM GERENCIA ATENCIÓN PRIMARIA DEL SERVICIO CÁNTABRO DE SALUD. ZONA II LAREDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,43.41063,-3.4173
CANTABRIA,SANTANDER,UDM SALUD MENTAL H. UNIVERSITARIO MARQUÉS DE VALDECILLA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,43.4618932,-3.8100255
CANTABRIA,SANTANDER,UDM GERENCIA ATENCIÓN PRIMARIA DEL SERVICIO CÁNTABRO DE SALUD. ZONA I SANTANDER. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,5,43.4618932,-3.8100255
CANTABRIA,SANTANDER,UD ENFOBG DE CANTABRIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,10,43.4618932,-3.8100255
CANTABRIA,SANTANDER,UDM PEDIATRÍA DEL H. UNIVERSITARIO MARQUÉS DE VALDECILLA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,7,43.4618932,-3.8100255
CANTABRIA,SANTANDER,UDM GERIATRÍA DEL H. UNIVERSITARIO MARQUÉS DE VALDECILLA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,5,43.4618932,-3.8100255
CANTABRIA,TORRELAVEGA,UDM GERENCIA ATENCIÓN PRIMARIA DEL SERVICIO CÁNTABRO DE SALUD. ZONA III TORRELAVEGA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,43.3487303,-4.0515082
ÁVILA,ÁVILA,UDM SALUD MENTAL DEL COMPLEJO ASISTENCIAL DE ÁVILA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,40.656478,-4.7002172
ÁVILA,ÁVILA,UDM AFYC ÁVILA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,40.656478,-4.7002172
ÁVILA,ÁVILA,UD ENFOBG DE SALAMANCA-ÁVILA. C.A. DE ÁVILA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,40.656478,-4.7002172
BURGOS,ARANDA DE DUERO,UDM AFYC BURGOS. ÁREA ARANDA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,5,41.6715067,-3.6851172
BURGOS,BURGOS,UDM AFYC DE BURGOS. ÁREA BURGOS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,11,42.343926,-3.696977
BURGOS,BURGOS,UDM SALUD LABORAL DE CASTILLA Y LEÓN (COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,42.343926,-3.696977
BURGOS,MIRANDA DE EBRO,UDM AFYC BURGOS. ÁREA MIRANDA DE EBRO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,42.6855632,-2.9478451
LEÓN,LEÓN,UDM AFYC LEÓN. ZONA I LEÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,10,42.5989995,-5.5682413
LEÓN,LEÓN,UDM SALUD MENTAL C. ASISTENCIAL UNIVERSITARIO DE LEÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,42.5989995,-5.5682413
LEÓN,LEÓN,UDM DE OBSTETRICIA Y GINECOLOGÍA DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,42.5989995,-5.5682413
LEÓN,LEÓN,UDM PEDIATRÍA DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,42.5989995,-5.5682413
LEÓN,LEÓN,UDM SALUD LABORAL DE CASTILLA Y LEÓN (COMPLEJO ASISTENCIAL DE LEÓN). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,42.5989995,-5.5682413
LEÓN,PONFERRADA,UDM SALUD MENTAL H. EL BIERZO. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,42.5454124,-6.5938719
LEÓN,PONFERRADA,UDM AFYC DE LEÓN ZONA II-PONFERRADA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,42.5454124,-6.5938719
LEÓN,PONFERRADA,UDM PEDIATRÍA DEL H. DEL BIERZO. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,42.5454124,-6.5938719
PALENCIA,PALENCIA,UDM SALUD MENTAL DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,42.0108856,-4.5328735
PALENCIA,PALENCIA,UDM AFYC PALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,42.0108856,-4.5328735
SALAMANCA,SALAMANCA,UDM SALUD MENTAL COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,40.9651572,-5.6640182
SALAMANCA,SALAMANCA,UDM AFYC SALAMANCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,7,40.9651572,-5.6640182
SALAMANCA,SALAMANCA,UD ENFOBG DE SALAMANCA-ÁVILA. C.A. SALAMANCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,40.9651572,-5.6640182
SALAMANCA,SALAMANCA,UDM PEDIATRÍA DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,40.9651572,-5.6640182
SALAMANCA,SALAMANCA,UDM SALUD LABORAL DE CASTILLA Y LEÓN (COMPLEJO ASISTENCIAL DE SALAMANCA). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,40.9651572,-5.6640182
SEGOVIA,SEGOVIA,UDM SALUD MENTAL COMPLEJO ASISTENCIAL DE SEGOVIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,40.9481192,-4.1172101
SEGOVIA,SEGOVIA,UDM AFYC SEGOVIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,40.9481192,-4.1172101
SEGOVIA,SEGOVIA,UD ENFOBG DE VALLADOLID. COMPLEJO ASISTENCIAL DE SEGOVIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,40.9481192,-4.1172101
SEGOVIA,SEGOVIA,UDM PEDIATRÍA DEL COMPLEJO ASISTENCIAL DE SEGOVIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,40.9481192,-4.1172101
SEGOVIA,SEGOVIA,UDM GERIATRÍA DEL COMPLEJO ASISTENCIAL DE SEGOVIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,40.9481192,-4.1172101
SORIA,SORIA,UDM SALUD MENTAL COMPLEJO ASISTENCIAL DE SORIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,41.7633842,-2.4642041
SORIA,SORIA,UDM AFYC DE SORIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,14,41.7633842,-2.4642041
VALLADOLID,MEDINA DEL CAMPO,UDM AFYC VALLADOLID ESTE. ÁREA MEDINA DEL CAMPO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,1,41.3085496,-4.9150256
VALLADOLID,VALLADOLID,UDM SALUD MENTAL DEL H. CLÍNICO UNIVERSITARIO DE VALLADOLID. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UDM AFYC VALLADOLID ESTE. ÁREA VALLADOLID. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,10,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UDM AFYC VALLADOLID OESTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,11,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UDM SALUD LABORAL DE CASTILLA Y LEÓN (H.CLINICO UNIVERSITARIO DE VALLADOLID). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UDM SALUD LABORAL DE CASTILLA Y LEÓN (H.UNIVERSITARIO RÍO HORTEGA). PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UD ENFOBG DE VALLADOLID. H. CLÍNICO UNIVERSITARIO. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UD ENFOBG DE VALLADOLID. H. DEL RÍO HORTEGA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UDM PEDIATRÍA DEL H.UNIVERSITARIO DEL RÍO HORTEGA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,3,41.6521807,-4.728605
VALLADOLID,VALLADOLID,UDM PEDIATRÍA DEL H. CLÍNICO UNIVERSITARIO DE VALLADOLID. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,3,41.6521807,-4.728605
ZAMORA,ZAMORA,UDM SALUD MENTAL DEL COMPLEJO ASISTENCIAL DE ZAMORA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,4,41.5056332,-5.744755
ZAMORA,ZAMORA,UDM DE A FYC DE ZAMORA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,41.5056332,-5.744755
ALBACETE,ALBACETE,UDM SALUD MENTAL DEL ÁREA ÚNICA DE GESTIÓN DE ATENCIÓN ESPECIALIZADA DE ALBACETE. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,38.9950921,-1.8559154
ALBACETE,ALBACETE,UDM AFYC DE ALBACETE. C.H.UNIVERSITARIO DE ALBACETE. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,5,38.9950921,-1.8559154
ALBACETE,ALBACETE,UD ENFOBG DEL SESCAM DE ALBACETE. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,15,38.9950921,-1.8559154
ALBACETE,ALBACETE,UDM PEDIATRÍA DEL ÁREA ÚNICA DE GESTIÓN DE A.E. DE ALBACETE. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,5,38.9950921,-1.8559154
ALBACETE,ALBACETE,UDM GERIATRÍA ÁREA ÚNICA DE GESTIÓN DE A.E. DE ALBACETE. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,5,38.9950921,-1.8559154
ALBACETE,ALBACETE,UDM SALUD LABORAL DE CASTILLA LA MANCHA-COMPLEJO HOSPITALARIO DE ALBACETE. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,38.9950921,-1.8559154
ALBACETE,ALMANSA,UDM AFYC DE ALBACETE. H. GENERAL ALMANSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,38.8682065,-1.0978627
ALBACETE,HELLÍN,UDM AFYC DE ALBACETE. H. HELLÍN. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,38.5106649,-1.6995137
ALBACETE,HELLÍN,UDM SALUD LABORAL DE CASTILLA LA MANCHA-HOSPITAL DE HELLÍN. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,38.5106649,-1.6995137
ALBACETE,VILLARROBLEDO,UDM AFYC DE ALBACETE. H.G. VILLAROBLEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,1,39.2681742,-2.6042132
CIUDAD REAL,ALCÁZAR DE SAN JUAN,UDM SALUD MENTAL GERENCIA ATENCIÓN INTEGRADA ALCÁZAR DE S. JUAN. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,39.3899806,-3.2101376
CIUDAD REAL,ALCÁZAR DE SAN JUAN,UDM AFYC DE ALCAZAR S. JUAN. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.3899806,-3.2101376
CIUDAD REAL,ALCÁZAR DE SAN JUAN,UD ENFOBG DEL SESCAM LA MANCHA CENTRO. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,6,39.3899806,-3.2101376
CIUDAD REAL,ALCÁZAR DE SAN JUAN,UDM PEDIATRÍA DEL H. GENERAL LA MANCHA CENTRO DE ALCAZAR DE SAN JUAN. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,39.3899806,-3.2101376
CIUDAD REAL,ALCÁZAR DE SAN JUAN,UDM SALUD LABORAL DE CASTILLA LA MANCHA-HOSPITAL GENERAL LA MANCHA CENTRO. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.3899806,-3.2101376
CIUDAD REAL,CIUDAD REAL,UDM AFYC CIUDAD REAL. ZONA I CIUDAD REAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,38.9854201,-3.9285138
CIUDAD REAL,CIUDAD REAL,UDM SALUD MENTAL DEL H. GENERAL UNIVERSITARIO DE CIUDAD REAL. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,7,38.9854201,-3.9285138
CIUDAD REAL,CIUDAD REAL,UDM PEDIATRÍA DEL H. GENERAL UNIVERSITARIO DE CIUDAD REAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,3,38.9854201,-3.9285138
